,Rk,Player,Nation,Main_Pos,Sec_Pos,Squad,Age,Born,Total Tackels,TklW,Def 3rd,Mid 3rd,Att 3rd,Dribblers_Tackeld,Dribblers_Tackel_Att,Dribblers_Tackel%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Total_Cmp,Total_Att,Total_Cmp%,TotDist,PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Passes_in_Gameflow,Passes_Out_of_Gameflow,Freekick,Throughball,40_yds_pass,Crosses,Corner_Kicks,Corner_Kicks_In,Corner_Kicks_Out,Corner_Kicks_Straight,Passes_Offside,Passes_Blocked,Touches,Touches_Def_Pen_Area,Touches_Def_3rd_Area,Touches_Mid_3rd_Area,Touches_Att_3rd_Area,Touches_Att_Pen_Area,Live_Touches_in_Game,Dribbling_Att,Dribbling_Succ,Dribbling_Succ%,Tackeld_Dribbling,Tackeld_Dribbling%,Total_Carry_Distance,Total_Progressive_Carry_Distance,Total_Carries_in_1/3,Total_Carries_in_Penalty_Area,Miscontrols_Carries,Dispossed_Carries,Passes_Received,Progressive_Passes_Received,Shot_Creating_Action,Shot_Creating_Action_90,Live_Passes_lead_Shot_Att,Dead_Passes_lead_Shot_Att,Shot_Att_after_Dribbling,Shot_lead_to_Shot_Att,Foul_drawn_lead_Shot_Att,Def_Action_lead_Shot_Att,GCA,GCA90,Live_Pass_lead_Goal,Dead_Pass_lead_Goal,Goal_after_Dribbling,Shot_lead_Goal,Foul_drawn_lead_Goal,Def_Action_lead_Goal,League,cluster_tackel,cluster_anticipation,cluster_pass,cluster_possesion
498,499,John Stones,ENG,DF,MF,Manchester City,28,1994,23.0,13.0,11.0,8.0,4.0,7.0,10.0,70.0,3.0,17.0,10.0,7.0,9.0,32.0,40.0,0.0,1453.0,1563.0,93.0,24351.0,6789.0,708.0,740.0,95.7,625.0,666.0,93.8,99.0,124.0,79.8,2.0,1.4,1.0,0.6000000000000001,8.0,109.0,3.0,0.0,101.0,1496.0,66.0,17.0,1.0,14.0,6.0,1.0,0.0,0.0,0.0,1.0,10.0,1690.0,101.0,544.0,942.0,210.0,27.0,1690.0,10.0,6.0,60.0,1.0,10.0,6201.0,3250.0,32.0,1.0,8.0,4.0,1312.0,34.0,16.0,0.78,12.0,1.0,0.0,3.0,0.0,0.0,5.0,0.24,4.0,0.0,0.0,1.0,0.0,0.0,EPL,1,1,1,2
510,511,Youri Tielemans,BE,MF,MF,Leicester City,25,1997,66.0,39.0,27.0,30.0,9.0,23.0,61.0,37.7,38.0,35.0,8.0,27.0,28.0,94.0,24.0,1.0,1303.0,1623.0,80.3,21370.0,7448.0,651.0,734.0,88.7,501.0,592.0,84.6,111.0,208.0,53.4,2.0,4.7,3.3,-2.7,30.0,169.0,28.0,7.0,181.0,1517.0,100.0,51.0,12.0,8.0,45.0,20.0,8.0,9.0,0.0,6.0,38.0,1877.0,62.0,436.0,1080.0,382.0,14.0,1875.0,35.0,26.0,74.3,5.0,14.3,4043.0,2088.0,25.0,1.0,33.0,15.0,1309.0,56.0,78.0,2.99,64.0,4.0,1.0,7.0,1.0,1.0,4.0,0.15,2.0,1.0,0.0,1.0,0.0,0.0,EPL,1,2,1,2
518,519,Boubacar Traoré,ML,MF,MF,Wolves,20,2001,12.0,5.0,4.0,5.0,3.0,3.0,7.0,42.9,4.0,4.0,2.0,2.0,7.0,19.0,1.0,0.0,118.0,149.0,79.2,1952.0,617.0,56.0,66.0,84.8,55.0,63.0,87.3,6.0,11.0,54.5,1.0,0.2,0.1,0.8,1.0,16.0,1.0,0.0,8.0,146.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,185.0,6.0,51.0,110.0,26.0,2.0,185.0,9.0,4.0,44.4,4.0,44.4,529.0,267.0,3.0,0.0,3.0,3.0,104.0,2.0,6.0,1.32,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.44,2.0,0.0,0.0,0.0,0.0,0.0,EPL,1,1,2,1
532,533,Rúben Vinagre,PT,DF,MF,Everton,23,1999,2.0,2.0,1.0,1.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,15.0,24.0,62.5,223.0,26.0,7.0,10.0,70.0,7.0,10.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,19.0,5.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,31.0,1.0,7.0,16.0,9.0,0.0,31.0,3.0,1.0,33.3,0.0,0.0,98.0,52.0,1.0,0.0,1.0,1.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EPL,1,1,2,1
540,541,James Ward-Prowse,ENG,MF,MF,Southampton,27,1994,65.0,37.0,31.0,27.0,7.0,21.0,61.0,34.4,40.0,30.0,10.0,20.0,55.0,120.0,48.0,0.0,1716.0,2176.0,78.9,28997.0,8717.0,834.0,922.0,90.5,687.0,809.0,84.9,153.0,342.0,44.7,4.0,6.2,5.3,-2.2,74.0,177.0,31.0,16.0,189.0,1840.0,329.0,148.0,2.0,14.0,241.0,145.0,62.0,63.0,0.0,7.0,36.0,2484.0,97.0,447.0,1380.0,667.0,28.0,2480.0,20.0,7.0,35.0,12.0,60.0,4364.0,2014.0,27.0,1.0,26.0,22.0,1462.0,58.0,127.0,3.39,62.0,59.0,1.0,3.0,1.0,1.0,9.0,0.24,3.0,3.0,1.0,2.0,0.0,0.0,EPL,1,2,1,2
546,547,Harvey White,ENG,MF,MF,Tottenham,20,2001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,37.5,54.0,21.0,2.0,3.0,66.7,0.0,2.0,0.0,1.0,3.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,2.0,0.0,1.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,4.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,11.0,4.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EPL,1,1,2,1
550,551,Joe Willock,ENG,MF,MF,Newcastle Utd,22,1999,51.0,30.0,13.0,26.0,12.0,25.0,58.0,43.1,33.0,54.0,8.0,46.0,25.0,76.0,17.0,0.0,777.0,951.0,81.7,12123.0,3082.0,434.0,485.0,89.5,266.0,310.0,85.8,55.0,86.0,64.0,6.0,6.0,4.4,0.0,39.0,91.0,34.0,8.0,121.0,922.0,25.0,3.0,4.0,3.0,51.0,0.0,0.0,0.0,0.0,4.0,18.0,1324.0,37.0,202.0,586.0,556.0,114.0,1324.0,93.0,37.0,39.8,43.0,46.2,5213.0,2866.0,62.0,33.0,65.0,27.0,896.0,152.0,85.0,2.99,67.0,0.0,7.0,7.0,3.0,1.0,9.0,0.32,6.0,0.0,1.0,1.0,1.0,0.0,EPL,1,2,1,3
558,559,Granit Xhaka,CH,MF,MF,Arsenal,29,1992,34.0,27.0,11.0,18.0,5.0,16.0,41.0,39.0,25.0,28.0,10.0,18.0,15.0,49.0,45.0,1.0,1382.0,1632.0,84.7,22642.0,5919.0,675.0,762.0,88.6,552.0,635.0,86.9,113.0,139.0,81.3,7.0,5.2,4.0,1.7999999999999998,47.0,148.0,40.0,4.0,196.0,1574.0,55.0,34.0,6.0,6.0,39.0,1.0,0.0,0.0,0.0,3.0,27.0,1891.0,84.0,341.0,900.0,658.0,106.0,1891.0,28.0,15.0,53.6,10.0,35.7,4242.0,2161.0,38.0,9.0,35.0,25.0,1397.0,175.0,110.0,3.31,94.0,3.0,5.0,4.0,3.0,1.0,17.0,0.51,16.0,0.0,0.0,1.0,0.0,0.0,EPL,1,2,1,2
559,560,Ryan Yates,ENG,MF,MF,Nott'ham Forest,24,1997,38.0,19.0,19.0,16.0,3.0,14.0,22.0,63.6,8.0,26.0,8.0,18.0,10.0,48.0,44.0,0.0,455.0,592.0,76.9,7587.0,1812.0,204.0,248.0,82.3,205.0,237.0,86.5,32.0,61.0,52.5,2.0,1.2,0.4,0.8,7.0,26.0,4.0,1.0,43.0,526.0,62.0,12.0,0.0,6.0,8.0,0.0,0.0,0.0,0.0,4.0,17.0,790.0,66.0,235.0,418.0,143.0,34.0,790.0,9.0,4.0,44.4,3.0,33.3,1260.0,577.0,4.0,3.0,18.0,15.0,384.0,27.0,24.0,1.18,18.0,0.0,0.0,4.0,2.0,0.0,3.0,0.15,1.0,0.0,0.0,2.0,0.0,0.0,EPL,1,1,2,1
563,564,Denis Zakaria,CH,MF,MF,Chelsea,25,1996,9.0,5.0,5.0,2.0,2.0,2.0,8.0,25.0,6.0,4.0,1.0,3.0,3.0,12.0,10.0,0.0,158.0,179.0,88.3,2222.0,571.0,90.0,98.0,91.8,54.0,56.0,96.4,5.0,6.0,83.3,0.0,0.0,0.1,0.0,1.0,8.0,0.0,0.0,6.0,177.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,218.0,12.0,66.0,112.0,44.0,2.0,218.0,8.0,5.0,62.5,3.0,37.5,646.0,291.0,3.0,2.0,4.0,9.0,159.0,3.0,2.0,0.44,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EPL,1,1,2,1
568,569,Martin Ødegaard,NO,MF,MF,Arsenal,23,1998,36.0,23.0,12.0,14.0,10.0,14.0,47.0,29.8,33.0,20.0,5.0,15.0,6.0,42.0,12.0,1.0,1449.0,1804.0,80.3,22540.0,6014.0,759.0,873.0,86.9,518.0,617.0,84.0,110.0,175.0,62.9,7.0,8.1,7.9,-1.0999999999999996,76.0,135.0,91.0,4.0,266.0,1683.0,110.0,79.0,23.0,9.0,91.0,18.0,9.0,6.0,1.0,11.0,45.0,2100.0,27.0,199.0,864.0,1060.0,122.0,2100.0,83.0,48.0,57.8,29.0,34.9,6930.0,3022.0,60.0,26.0,42.0,45.0,1550.0,193.0,163.0,4.69,123.0,15.0,4.0,12.0,6.0,3.0,17.0,0.49,15.0,0.0,0.0,2.0,0.0,0.0,EPL,1,1,1,3
573,5,Álvaro Aguado,ES,MF,MF,Valladolid,26,1996,27.0,15.0,13.0,11.0,3.0,15.0,25.0,60.0,10.0,16.0,4.0,12.0,13.0,40.0,15.0,0.0,930.0,1142.0,81.4,18906.0,5096.0,359.0,404.0,88.9,371.0,429.0,86.5,174.0,246.0,70.7,2.0,2.2,2.0,-0.2000000000000001,35.0,111.0,11.0,2.0,139.0,1040.0,95.0,50.0,3.0,39.0,57.0,35.0,3.0,24.0,0.0,7.0,17.0,1292.0,36.0,255.0,742.0,315.0,18.0,1292.0,31.0,13.0,41.9,9.0,29.0,5476.0,2508.0,43.0,3.0,24.0,9.0,908.0,50.0,76.0,3.62,56.0,13.0,3.0,0.0,4.0,0.0,4.0,0.19,2.0,2.0,0.0,0.0,0.0,0.0,La_Liga,1,1,1,2
577,9,Paul Akouokou,CI,MF,DF,Betis,24,1997,16.0,9.0,13.0,3.0,0.0,13.0,20.0,65.0,7.0,2.0,2.0,0.0,12.0,28.0,17.0,1.0,160.0,174.0,92.0,2670.0,645.0,71.0,73.0,97.3,66.0,69.0,95.7,14.0,18.0,77.8,0.0,0.0,0.1,0.0,0.0,13.0,1.0,0.0,10.0,168.0,4.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,233.0,33.0,102.0,117.0,16.0,1.0,233.0,5.0,3.0,60.0,2.0,40.0,369.0,122.0,2.0,0.0,5.0,0.0,136.0,1.0,2.0,0.4,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,La_Liga,1,1,2,1
580,12,Tomás Alarcón,CL,MF,MF,Cádiz,23,1999,3.0,2.0,0.0,2.0,1.0,1.0,2.0,50.0,1.0,1.0,0.0,1.0,2.0,5.0,2.0,0.0,78.0,95.0,82.1,1688.0,582.0,28.0,32.0,87.5,27.0,34.0,79.4,20.0,25.0,80.0,0.0,0.1,0.1,-0.1,2.0,11.0,1.0,0.0,9.0,88.0,7.0,5.0,1.0,3.0,6.0,2.0,1.0,1.0,0.0,0.0,0.0,113.0,3.0,20.0,68.0,25.0,1.0,113.0,0.0,0.0,0.0,0.0,0.0,267.0,81.0,0.0,0.0,3.0,4.0,74.0,6.0,4.0,1.61,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,La_Liga,1,1,2,1
583,15,Rubén Alcaraz,ES,MF,MF,Cádiz,31,1991,43.0,31.0,24.0,18.0,1.0,19.0,54.0,35.2,35.0,23.0,8.0,15.0,19.0,62.0,37.0,0.0,827.0,1046.0,79.1,16517.0,4831.0,331.0,386.0,85.8,340.0,388.0,87.6,138.0,219.0,63.0,0.0,1.3,1.2,-1.3,20.0,93.0,16.0,8.0,105.0,978.0,63.0,44.0,6.0,27.0,44.0,15.0,9.0,2.0,2.0,5.0,17.0,1286.0,64.0,309.0,768.0,224.0,22.0,1283.0,24.0,12.0,50.0,10.0,41.7,3713.0,1587.0,27.0,3.0,34.0,31.0,775.0,20.0,47.0,2.07,34.0,9.0,1.0,1.0,2.0,0.0,2.0,0.09,2.0,0.0,0.0,0.0,0.0,0.0,La_Liga,1,1,1,2
587,19,Alejandro Alfaro,ES,MF,MF,Elche,20,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,100.0,6.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,La_Liga,1,1,2,1
588,20,Ángel Algobia,ES,MF,MF,Getafe,23,1999,27.0,13.0,14.0,13.0,0.0,22.0,48.0,45.8,26.0,15.0,5.0,10.0,3.0,30.0,11.0,0.0,420.0,521.0,80.6,7479.0,1575.0,179.0,211.0,84.8,173.0,197.0,87.8,52.0,82.0,63.4,0.0,0.6,0.3,-0.6,5.0,35.0,4.0,4.0,42.0,502.0,17.0,15.0,0.0,5.0,11.0,1.0,1.0,0.0,0.0,2.0,8.0,626.0,14.0,147.0,390.0,92.0,9.0,626.0,6.0,4.0,66.7,2.0,33.3,1542.0,716.0,4.0,3.0,12.0,7.0,387.0,11.0,16.0,1.27,13.0,0.0,1.0,2.0,0.0,0.0,1.0,0.08,1.0,0.0,0.0,0.0,0.0,0.0,La_Liga,1,1,2,1
590,22,Domingos André Ribeiro Almeida,PT,MF,MF,Valencia,22,2000,66.0,42.0,23.0,32.0,11.0,26.0,57.0,45.6,31.0,26.0,0.0,26.0,20.0,86.0,16.0,1.0,1110.0,1402.0,79.2,18396.0,6030.0,561.0,624.0,89.9,396.0,485.0,81.6,110.0,213.0,51.6,4.0,3.4,4.0,0.6000000000000001,43.0,143.0,43.0,13.0,197.0,1226.0,164.0,72.0,7.0,12.0,127.0,63.0,22.0,17.0,0.0,12.0,18.0,1685.0,33.0,244.0,820.0,651.0,24.0,1685.0,90.0,46.0,51.1,31.0,34.4,6244.0,3196.0,71.0,3.0,42.0,49.0,1114.0,71.0,91.0,3.22,67.0,17.0,1.0,1.0,2.0,3.0,5.0,0.18,3.0,2.0,0.0,0.0,0.0,0.0,La_Liga,1,1,1,3
592,24,Carlos Álvarez,ES,MF,MF,Sevilla,18,2003,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,100.0,47.0,0.0,2.0,2.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,La_Liga,1,1,2,1
600,32,Josep Antoni Gayá,ES,DF,MF,Mallorca,22,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,1.0,1.0,6.0,0.0,6.0,7.0,85.7,96.0,34.0,3.0,3.0,100.0,3.0,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,10.0,15.0,3.0,1.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,32.0,2.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,La_Liga,1,1,2,1
601,33,José Antonio,ES,MF,DF,Cádiz,18,2004,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,10.0,80.0,98.0,50.0,6.0,6.0,100.0,2.0,2.0,100.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,3.0,9.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,2.0,4.0,9.0,0.0,15.0,4.0,1.0,25.0,1.0,25.0,45.0,36.0,2.0,0.0,2.0,1.0,11.0,2.0,1.0,1.91,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.91,1.0,0.0,0.0,0.0,0.0,0.0,La_Liga,1,1,2,1
603,35,Mauro Arambarri,UY,MF,MF,Getafe,26,1995,14.0,6.0,9.0,4.0,1.0,3.0,17.0,17.6,14.0,17.0,5.0,12.0,14.0,28.0,19.0,0.0,326.0,421.0,77.4,6549.0,2050.0,112.0,128.0,87.5,150.0,177.0,84.7,58.0,99.0,58.6,1.0,1.5,1.6,-0.5,15.0,32.0,4.0,2.0,33.0,355.0,66.0,44.0,0.0,6.0,42.0,22.0,14.0,7.0,1.0,0.0,7.0,514.0,30.0,118.0,304.0,102.0,3.0,514.0,4.0,4.0,100.0,0.0,0.0,1162.0,503.0,10.0,0.0,13.0,4.0,248.0,7.0,25.0,2.27,8.0,14.0,1.0,1.0,0.0,1.0,3.0,0.27,2.0,1.0,0.0,0.0,0.0,0.0,La_Liga,1,1,2,1
607,39,Roberto Arroyo,ES,MF,MF,Valladolid,18,2003,1.0,1.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,1.0,3.0,3.0,1.0,7.0,1.0,1.0,100.0,0.0,0.0,38.0,25.0,0.0,1.0,1.0,2.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,La_Liga,1,1,2,1
609,41,Santiago Arzamendia,PY,DF,MF,Cádiz,24,1998,9.0,8.0,7.0,1.0,1.0,6.0,21.0,28.6,15.0,11.0,1.0,10.0,2.0,11.0,15.0,1.0,150.0,226.0,66.4,2442.0,1025.0,80.0,94.0,85.1,54.0,73.0,74.0,11.0,36.0,30.6,0.0,0.5,0.2,-0.5,6.0,14.0,3.0,0.0,17.0,188.0,35.0,7.0,0.0,3.0,14.0,2.0,1.0,1.0,0.0,3.0,16.0,290.0,23.0,90.0,135.0,70.0,5.0,290.0,6.0,2.0,33.3,4.0,66.7,668.0,349.0,9.0,2.0,8.0,4.0,142.0,22.0,11.0,2.05,8.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,La_Liga,1,1,2,1
616,48,Iddrisu Baba,GH,MF,DF,Mallorca,26,1996,31.0,17.0,15.0,16.0,0.0,15.0,32.0,46.9,17.0,18.0,8.0,10.0,11.0,42.0,39.0,0.0,476.0,584.0,81.5,8907.0,2460.0,190.0,212.0,89.6,221.0,252.0,87.7,57.0,93.0,61.3,0.0,0.2,0.3,-0.2,5.0,42.0,2.0,0.0,47.0,571.0,10.0,9.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,773.0,61.0,253.0,476.0,60.0,8.0,773.0,19.0,11.0,57.9,5.0,26.3,1926.0,498.0,5.0,0.0,28.0,15.0,398.0,8.0,13.0,0.67,10.0,0.0,0.0,1.0,1.0,1.0,1.0,0.05,0.0,0.0,0.0,1.0,0.0,0.0,La_Liga,1,1,2,1
625,57,Keidi Bare,AL,MF,MF,Espanyol,24,1997,15.0,8.0,7.0,5.0,3.0,7.0,13.0,53.8,6.0,8.0,2.0,6.0,11.0,26.0,8.0,0.0,221.0,267.0,82.8,3777.0,1040.0,106.0,122.0,86.9,93.0,104.0,89.4,20.0,31.0,64.5,1.0,0.2,0.2,0.8,3.0,25.0,1.0,0.0,28.0,260.0,7.0,3.0,0.0,2.0,6.0,1.0,1.0,0.0,0.0,0.0,6.0,336.0,15.0,67.0,207.0,62.0,5.0,336.0,6.0,2.0,33.3,3.0,50.0,1012.0,439.0,13.0,1.0,6.0,3.0,214.0,11.0,11.0,1.96,7.0,1.0,0.0,2.0,0.0,1.0,2.0,0.36,1.0,0.0,0.0,0.0,0.0,1.0,La_Liga,1,1,2,1
628,60,Pablo Barrios,ES,MF,MF,Atlético Madrid,19,2003,19.0,10.0,3.0,10.0,6.0,8.0,15.0,53.3,7.0,12.0,2.0,10.0,9.0,28.0,6.0,1.0,368.0,450.0,81.8,5684.0,1671.0,198.0,217.0,91.2,134.0,161.0,83.2,22.0,38.0,57.9,1.0,0.7,0.5,0.3,4.0,46.0,3.0,0.0,51.0,438.0,9.0,7.0,1.0,5.0,6.0,0.0,0.0,0.0,0.0,3.0,12.0,554.0,12.0,106.0,314.0,140.0,12.0,554.0,30.0,15.0,50.0,12.0,40.0,1795.0,690.0,10.0,3.0,15.0,10.0,405.0,27.0,20.0,2.48,17.0,0.0,0.0,2.0,1.0,0.0,2.0,0.25,1.0,0.0,0.0,1.0,0.0,0.0,La_Liga,1,1,2,1
629,61,Rodrigo Battaglia,AR,MF,MF,Mallorca,31,1991,12.0,5.0,7.0,5.0,0.0,6.0,14.0,42.9,8.0,16.0,7.0,9.0,5.0,17.0,18.0,0.0,185.0,232.0,79.7,2885.0,894.0,93.0,106.0,87.7,78.0,93.0,83.9,11.0,20.0,55.0,0.0,0.0,0.1,0.0,1.0,24.0,1.0,0.0,19.0,224.0,6.0,6.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,310.0,28.0,114.0,170.0,27.0,6.0,310.0,3.0,0.0,0.0,1.0,33.3,665.0,268.0,4.0,0.0,5.0,6.0,164.0,3.0,4.0,0.53,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,La_Liga,1,1,2,1
632,64,Fran Beltrán,ES,MF,MF,Celta Vigo,23,1999,34.0,22.0,15.0,14.0,5.0,14.0,55.0,25.5,41.0,29.0,5.0,24.0,53.0,87.0,35.0,2.0,1604.0,1816.0,88.3,28935.0,6589.0,658.0,716.0,91.9,743.0,808.0,92.0,164.0,221.0,74.2,2.0,1.7,2.5,0.3,24.0,136.0,12.0,4.0,138.0,1667.0,147.0,88.0,0.0,12.0,51.0,38.0,18.0,14.0,1.0,2.0,19.0,2062.0,62.0,454.0,1253.0,366.0,11.0,2062.0,22.0,16.0,72.7,6.0,27.3,6158.0,2685.0,45.0,4.0,26.0,17.0,1354.0,33.0,66.0,2.08,53.0,10.0,0.0,1.0,0.0,2.0,4.0,0.13,2.0,1.0,0.0,0.0,0.0,1.0,La_Liga,2,2,1,2
639,71,Lautaro Blanco,AR,DF,MF,Elche,23,1999,16.0,9.0,10.0,4.0,2.0,9.0,26.0,34.6,17.0,8.0,1.0,7.0,2.0,18.0,10.0,1.0,235.0,416.0,56.5,4363.0,2284.0,117.0,141.0,83.0,85.0,139.0,61.2,32.0,107.0,29.9,2.0,1.5,1.3,0.5,12.0,19.0,17.0,10.0,28.0,331.0,83.0,2.0,0.0,3.0,86.0,1.0,0.0,0.0,1.0,2.0,17.0,494.0,12.0,127.0,163.0,209.0,6.0,494.0,23.0,10.0,43.5,13.0,56.5,1869.0,890.0,20.0,1.0,12.0,3.0,281.0,76.0,23.0,2.37,17.0,2.0,3.0,0.0,0.0,1.0,2.0,0.21,2.0,0.0,0.0,0.0,0.0,0.0,La_Liga,1,1,2,1
645,77,Darko Brašanac,RS,MF,MF,Osasuna,30,1992,29.0,20.0,12.0,10.0,7.0,12.0,23.0,52.2,11.0,14.0,2.0,12.0,12.0,41.0,9.0,0.0,306.0,376.0,81.4,4620.0,1215.0,162.0,179.0,90.5,118.0,143.0,82.5,11.0,19.0,57.9,1.0,0.7,0.6,0.3,7.0,40.0,7.0,2.0,49.0,351.0,23.0,8.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,2.0,10.0,489.0,12.0,79.0,245.0,171.0,28.0,489.0,10.0,4.0,40.0,3.0,30.0,1254.0,668.0,14.0,0.0,20.0,10.0,292.0,36.0,22.0,1.9,20.0,0.0,0.0,1.0,1.0,0.0,1.0,0.09,1.0,0.0,0.0,0.0,0.0,0.0,La_Liga,1,1,2,1
649,81,Sergio Busquets,ES,MF,MF,Barcelona,34,1988,58.0,26.0,24.0,26.0,8.0,29.0,51.0,56.9,22.0,32.0,6.0,26.0,27.0,85.0,36.0,2.0,1722.0,1949.0,88.4,30610.0,9017.0,756.0,825.0,91.6,745.0,822.0,90.6,183.0,222.0,82.4,4.0,2.8,3.7,1.2000000000000002,25.0,230.0,33.0,3.0,254.0,1870.0,74.0,71.0,15.0,5.0,7.0,0.0,0.0,0.0,0.0,5.0,17.0,2172.0,62.0,387.0,1427.0,373.0,14.0,2172.0,16.0,11.0,68.8,3.0,18.8,5074.0,2594.0,32.0,1.0,19.0,12.0,1551.0,32.0,74.0,2.85,68.0,0.0,0.0,1.0,4.0,1.0,6.0,0.23,6.0,0.0,0.0,0.0,0.0,0.0,La_Liga,1,2,1,2
